"resource","consumer"
"Cerdocyon_thous","Canis_familiaris"
"Cerdocyon_thous","Chrysocyon_brachyurus"
"Cerdocyon_thous","Leopardus_pardalis"
"Chrysocyon_brachyurus","Canis_familiaris"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Cerdocyon_thous"
"Didelphis_albiventris","Chrysocyon_brachyurus"
"Didelphis_albiventris","Eira_barbara"
"Didelphis_albiventris","Leopardus_pardalis"
"Eira_barbara","Canis_familiaris"
"Eira_barbara","Leopardus_pardalis"
"Leopardus_pardalis","Canis_familiaris"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Myrmecophaga_tridactyla","Chrysocyon_brachyurus"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Cerdocyon_thous"
"Nasua_nasua","Chrysocyon_brachyurus"
"Nasua_nasua","Eira_barbara"
"Nasua_nasua","Leopardus_pardalis"
