"resource","consumer"
"Cerdocyon_thous","Canis_familiaris"
"Cerdocyon_thous","Chrysocyon_brachyurus"
"Cerdocyon_thous","Leopardus_pardalis"
"Chrysocyon_brachyurus","Canis_familiaris"
"Cuniculus_paca","Canis_familiaris"
"Cuniculus_paca","Cerdocyon_thous"
"Cuniculus_paca","Chrysocyon_brachyurus"
"Cuniculus_paca","Herpailurus_yagouaroundi"
"Cuniculus_paca","Leopardus_pardalis"
"Cuniculus_paca","Nasua_nasua"
"Euphractus_sexcinctus","Canis_familiaris"
"Euphractus_sexcinctus","Cerdocyon_thous"
"Euphractus_sexcinctus","Chrysocyon_brachyurus"
"Euphractus_sexcinctus","Herpailurus_yagouaroundi"
"Euphractus_sexcinctus","Leopardus_pardalis"
"Herpailurus_yagouaroundi","Canis_familiaris"
"Herpailurus_yagouaroundi","Leopardus_pardalis"
"Leopardus_pardalis","Canis_familiaris"
"Lepus_europaeus","Canis_familiaris"
"Lepus_europaeus","Cerdocyon_thous"
"Lepus_europaeus","Chrysocyon_brachyurus"
"Lepus_europaeus","Herpailurus_yagouaroundi"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Myrmecophaga_tridactyla","Chrysocyon_brachyurus"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Cerdocyon_thous"
"Nasua_nasua","Chrysocyon_brachyurus"
"Nasua_nasua","Herpailurus_yagouaroundi"
"Nasua_nasua","Leopardus_pardalis"
"Sylvilagus_brasiliensis","Canis_familiaris"
"Sylvilagus_brasiliensis","Cerdocyon_thous"
"Sylvilagus_brasiliensis","Chrysocyon_brachyurus"
"Sylvilagus_brasiliensis","Herpailurus_yagouaroundi"
"Sylvilagus_brasiliensis","Leopardus_pardalis"
