"resource","consumer"
"Cabassous_tatouay","Canis_familiaris"
"Cabassous_tatouay","Cerdocyon_thous"
"Cerdocyon_thous","Canis_familiaris"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Cerdocyon_thous"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Cerdocyon_thous"
"Lepus_europaeus","Canis_familiaris"
"Lepus_europaeus","Cerdocyon_thous"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Cerdocyon_thous"
"Subulo_gouazoubira","Canis_familiaris"
"Subulo_gouazoubira","Cerdocyon_thous"
"Sylvilagus_brasiliensis","Canis_familiaris"
"Sylvilagus_brasiliensis","Cerdocyon_thous"
