"resource","consumer"
"Cerdocyon_thous","Chrysocyon_brachyurus"
"Conepatus_semistriatus","Chrysocyon_brachyurus"
"Dasypus_novemcinctus","Cerdocyon_thous"
"Dasypus_novemcinctus","Chrysocyon_brachyurus"
"Dasypus_novemcinctus","Eira_barbara"
"Euphractus_sexcinctus","Cerdocyon_thous"
"Euphractus_sexcinctus","Chrysocyon_brachyurus"
"Euphractus_sexcinctus","Eira_barbara"
"Hydrochoerus_hydrochaeris","Chrysocyon_brachyurus"
"Lepus_europaeus","Cerdocyon_thous"
"Lepus_europaeus","Chrysocyon_brachyurus"
"Myrmecophaga_tridactyla","Chrysocyon_brachyurus"
"Subulo_gouazoubira","Cerdocyon_thous"
"Subulo_gouazoubira","Chrysocyon_brachyurus"
"Subulo_gouazoubira","Eira_barbara"
"Tamandua_tetradactyla","Cerdocyon_thous"
"Tamandua_tetradactyla","Chrysocyon_brachyurus"
