"resource","consumer"
"Cerdocyon_thous","Canis_familiaris"
"Cerdocyon_thous","Chrysocyon_brachyurus"
"Cerdocyon_thous","Leopardus_pardalis"
"Chrysocyon_brachyurus","Canis_familiaris"
"Cuniculus_paca","Canis_familiaris"
"Cuniculus_paca","Cerdocyon_thous"
"Cuniculus_paca","Chrysocyon_brachyurus"
"Cuniculus_paca","Leopardus_pardalis"
"Cuniculus_paca","Nasua_nasua"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Cerdocyon_thous"
"Dasyprocta_azarae","Chrysocyon_brachyurus"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Eira_barbara"
"Dasyprocta_azarae","Leopardus_pardalis"
"Dasyprocta_azarae","Nasua_nasua"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Cerdocyon_thous"
"Dasypus_novemcinctus","Chrysocyon_brachyurus"
"Dasypus_novemcinctus","Eira_barbara"
"Dasypus_novemcinctus","Leopardus_pardalis"
"Dicotyles_tajacu","Canis_familiaris"
"Dicotyles_tajacu","Chrysocyon_brachyurus"
"Dicotyles_tajacu","Leopardus_pardalis"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Cerdocyon_thous"
"Didelphis_albiventris","Chrysocyon_brachyurus"
"Didelphis_albiventris","Eira_barbara"
"Didelphis_albiventris","Leopardus_pardalis"
"Eira_barbara","Canis_familiaris"
"Eira_barbara","Leopardus_pardalis"
"Euphractus_sexcinctus","Canis_familiaris"
"Euphractus_sexcinctus","Cerdocyon_thous"
"Euphractus_sexcinctus","Chrysocyon_brachyurus"
"Euphractus_sexcinctus","Eira_barbara"
"Euphractus_sexcinctus","Leopardus_pardalis"
"Leopardus_pardalis","Canis_familiaris"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Myrmecophaga_tridactyla","Chrysocyon_brachyurus"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Cerdocyon_thous"
"Nasua_nasua","Chrysocyon_brachyurus"
"Nasua_nasua","Eira_barbara"
"Nasua_nasua","Leopardus_pardalis"
"Sus_scrofa","Canis_familiaris"
"Sus_scrofa","Cerdocyon_thous"
"Sus_scrofa","Leopardus_pardalis"
"Sylvilagus_brasiliensis","Canis_familiaris"
"Sylvilagus_brasiliensis","Cerdocyon_thous"
"Sylvilagus_brasiliensis","Chrysocyon_brachyurus"
"Sylvilagus_brasiliensis","Eira_barbara"
"Sylvilagus_brasiliensis","Leopardus_pardalis"
