"resource","consumer"
"Cuniculus_paca","Canis_familiaris"
"Cuniculus_paca","Nasua_nasua"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Eira_barbara"
"Dasyprocta_azarae","Nasua_nasua"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Eira_barbara"
"Dasypus_novemcinctus","Procyon_cancrivorus"
"Eira_barbara","Canis_familiaris"
"Hydrochoerus_hydrochaeris","Canis_familiaris"
"Hydrochoerus_hydrochaeris","Procyon_cancrivorus"
"Lepus_europaeus","Canis_familiaris"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Eira_barbara"
"Procyon_cancrivorus","Canis_familiaris"
