"resource","consumer"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Felis_catus"
"Dasyprocta_azarae","Herpailurus_yagouaroundi"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Herpailurus_yagouaroundi"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Felis_catus"
"Didelphis_albiventris","Herpailurus_yagouaroundi"
"Euphractus_sexcinctus","Canis_familiaris"
"Euphractus_sexcinctus","Herpailurus_yagouaroundi"
"Felis_catus","Canis_familiaris"
"Herpailurus_yagouaroundi","Canis_familiaris"
