"resource","consumer"
"Canis_familiaris","Puma_concolor"
"Chrysocyon_brachyurus","Canis_familiaris"
"Chrysocyon_brachyurus","Puma_concolor"
"Conepatus_semistriatus","Canis_familiaris"
"Conepatus_semistriatus","Chrysocyon_brachyurus"
"Conepatus_semistriatus","Herpailurus_yagouaroundi"
"Conepatus_semistriatus","Puma_concolor"
"Cuniculus_paca","Canis_familiaris"
"Cuniculus_paca","Chrysocyon_brachyurus"
"Cuniculus_paca","Herpailurus_yagouaroundi"
"Cuniculus_paca","Puma_concolor"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Chrysocyon_brachyurus"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Herpailurus_yagouaroundi"
"Dasyprocta_azarae","Puma_concolor"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Chrysocyon_brachyurus"
"Dasypus_novemcinctus","Herpailurus_yagouaroundi"
"Dasypus_novemcinctus","Puma_concolor"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Chrysocyon_brachyurus"
"Didelphis_albiventris","Herpailurus_yagouaroundi"
"Didelphis_albiventris","Puma_concolor"
"Herpailurus_yagouaroundi","Canis_familiaris"
"Herpailurus_yagouaroundi","Puma_concolor"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Myrmecophaga_tridactyla","Chrysocyon_brachyurus"
"Myrmecophaga_tridactyla","Puma_concolor"
"Puma_concolor","Canis_familiaris"
"Subulo_gouazoubira","Canis_familiaris"
"Subulo_gouazoubira","Chrysocyon_brachyurus"
"Subulo_gouazoubira","Herpailurus_yagouaroundi"
"Subulo_gouazoubira","Puma_concolor"
"Sylvilagus_brasiliensis","Canis_familiaris"
"Sylvilagus_brasiliensis","Chrysocyon_brachyurus"
"Sylvilagus_brasiliensis","Herpailurus_yagouaroundi"
"Sylvilagus_brasiliensis","Puma_concolor"
