"resource","consumer"
"Cerdocyon_thous","Canis_familiaris"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Cerdocyon_thous"
"Dasyprocta_azarae","Herpailurus_yagouaroundi"
"Dasyprocta_azarae","Leopardus_guttulus"
"Dasyprocta_azarae","Nasua_nasua"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Cerdocyon_thous"
"Dasypus_novemcinctus","Herpailurus_yagouaroundi"
"Herpailurus_yagouaroundi","Canis_familiaris"
"Leopardus_guttulus","Canis_familiaris"
"Lepus_europaeus","Canis_familiaris"
"Lepus_europaeus","Cerdocyon_thous"
"Lepus_europaeus","Herpailurus_yagouaroundi"
"Lepus_europaeus","Sus_scrofa"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Cerdocyon_thous"
"Nasua_nasua","Herpailurus_yagouaroundi"
"Nasua_nasua","Leopardus_guttulus"
"Sus_scrofa","Canis_familiaris"
"Sus_scrofa","Cerdocyon_thous"
