"resource","consumer"
"Cabassous_tatouay","Canis_familiaris"
"Cabassous_tatouay","Eira_barbara"
"Cabassous_tatouay","Puma_concolor"
"Canis_familiaris","Puma_concolor"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Eira_barbara"
"Dasyprocta_azarae","Leopardus_guttulus"
"Dasyprocta_azarae","Nasua_nasua"
"Dasyprocta_azarae","Puma_concolor"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Eira_barbara"
"Dasypus_novemcinctus","Puma_concolor"
"Dasypus_septemcinctus","Canis_familiaris"
"Dasypus_septemcinctus","Eira_barbara"
"Dasypus_septemcinctus","Puma_concolor"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Eira_barbara"
"Didelphis_albiventris","Leopardus_guttulus"
"Didelphis_albiventris","Puma_concolor"
"Eira_barbara","Canis_familiaris"
"Eira_barbara","Puma_concolor"
"Leopardus_guttulus","Canis_familiaris"
"Leopardus_guttulus","Puma_concolor"
"Lepus_europaeus","Canis_familiaris"
"Lepus_europaeus","Puma_concolor"
"Lepus_europaeus","Sus_scrofa"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Myrmecophaga_tridactyla","Puma_concolor"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Eira_barbara"
"Nasua_nasua","Leopardus_guttulus"
"Nasua_nasua","Puma_concolor"
"Puma_concolor","Canis_familiaris"
"Sus_scrofa","Canis_familiaris"
"Sus_scrofa","Puma_concolor"
"Tamandua_tetradactyla","Canis_familiaris"
"Tamandua_tetradactyla","Puma_concolor"
