"resource","consumer"
"Chrysocyon_brachyurus","Canis_familiaris"
"Cuniculus_paca","Canis_familiaris"
"Cuniculus_paca","Chrysocyon_brachyurus"
"Cuniculus_paca","Herpailurus_yagouaroundi"
"Cuniculus_paca","Nasua_nasua"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Chrysocyon_brachyurus"
"Dasypus_novemcinctus","Herpailurus_yagouaroundi"
"Dasypus_novemcinctus","Procyon_cancrivorus"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Chrysocyon_brachyurus"
"Didelphis_albiventris","Herpailurus_yagouaroundi"
"Didelphis_albiventris","Procyon_cancrivorus"
"Herpailurus_yagouaroundi","Canis_familiaris"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Myrmecophaga_tridactyla","Chrysocyon_brachyurus"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Chrysocyon_brachyurus"
"Nasua_nasua","Herpailurus_yagouaroundi"
"Procyon_cancrivorus","Canis_familiaris"
"Procyon_cancrivorus","Chrysocyon_brachyurus"
"Procyon_cancrivorus","Herpailurus_yagouaroundi"
