"resource","consumer"
"Canis_familiaris","Puma_concolor"
"Cerdocyon_thous","Canis_familiaris"
"Cerdocyon_thous","Leopardus_pardalis"
"Cerdocyon_thous","Puma_concolor"
"Conepatus_semistriatus","Canis_familiaris"
"Conepatus_semistriatus","Herpailurus_yagouaroundi"
"Conepatus_semistriatus","Leopardus_pardalis"
"Conepatus_semistriatus","Puma_concolor"
"Cuniculus_paca","Canis_familiaris"
"Cuniculus_paca","Cerdocyon_thous"
"Cuniculus_paca","Herpailurus_yagouaroundi"
"Cuniculus_paca","Leopardus_pardalis"
"Cuniculus_paca","Puma_concolor"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Cerdocyon_thous"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Eira_barbara"
"Dasyprocta_azarae","Herpailurus_yagouaroundi"
"Dasyprocta_azarae","Leopardus_pardalis"
"Dasyprocta_azarae","Puma_concolor"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Cerdocyon_thous"
"Dasypus_novemcinctus","Eira_barbara"
"Dasypus_novemcinctus","Herpailurus_yagouaroundi"
"Dasypus_novemcinctus","Leopardus_pardalis"
"Dasypus_novemcinctus","Procyon_cancrivorus"
"Dasypus_novemcinctus","Puma_concolor"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Cerdocyon_thous"
"Didelphis_albiventris","Eira_barbara"
"Didelphis_albiventris","Herpailurus_yagouaroundi"
"Didelphis_albiventris","Leopardus_pardalis"
"Didelphis_albiventris","Procyon_cancrivorus"
"Didelphis_albiventris","Puma_concolor"
"Eira_barbara","Canis_familiaris"
"Eira_barbara","Leopardus_pardalis"
"Eira_barbara","Puma_concolor"
"Euphractus_sexcinctus","Canis_familiaris"
"Euphractus_sexcinctus","Cerdocyon_thous"
"Euphractus_sexcinctus","Eira_barbara"
"Euphractus_sexcinctus","Herpailurus_yagouaroundi"
"Euphractus_sexcinctus","Leopardus_pardalis"
"Euphractus_sexcinctus","Procyon_cancrivorus"
"Euphractus_sexcinctus","Puma_concolor"
"Herpailurus_yagouaroundi","Canis_familiaris"
"Herpailurus_yagouaroundi","Leopardus_pardalis"
"Herpailurus_yagouaroundi","Puma_concolor"
"Leopardus_pardalis","Canis_familiaris"
"Leopardus_pardalis","Puma_concolor"
"Lepus_europaeus","Canis_familiaris"
"Lepus_europaeus","Cerdocyon_thous"
"Lepus_europaeus","Herpailurus_yagouaroundi"
"Lepus_europaeus","Puma_concolor"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Myrmecophaga_tridactyla","Puma_concolor"
"Procyon_cancrivorus","Canis_familiaris"
"Procyon_cancrivorus","Herpailurus_yagouaroundi"
"Procyon_cancrivorus","Leopardus_pardalis"
"Procyon_cancrivorus","Puma_concolor"
"Puma_concolor","Canis_familiaris"
"Sylvilagus_brasiliensis","Canis_familiaris"
"Sylvilagus_brasiliensis","Cerdocyon_thous"
"Sylvilagus_brasiliensis","Eira_barbara"
"Sylvilagus_brasiliensis","Herpailurus_yagouaroundi"
"Sylvilagus_brasiliensis","Leopardus_pardalis"
"Sylvilagus_brasiliensis","Puma_concolor"
"Tamandua_tetradactyla","Canis_familiaris"
"Tamandua_tetradactyla","Cerdocyon_thous"
"Tamandua_tetradactyla","Leopardus_pardalis"
"Tamandua_tetradactyla","Puma_concolor"
