"resource","consumer"
"Chrysocyon_brachyurus","Puma_concolor"
"Dasyprocta_azarae","Chrysocyon_brachyurus"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Leopardus_pardalis"
"Dasyprocta_azarae","Nasua_nasua"
"Dasyprocta_azarae","Puma_concolor"
"Dasypus_novemcinctus","Chrysocyon_brachyurus"
"Dasypus_novemcinctus","Leopardus_pardalis"
"Dasypus_novemcinctus","Procyon_cancrivorus"
"Dasypus_novemcinctus","Puma_concolor"
"Didelphis_albiventris","Chrysocyon_brachyurus"
"Didelphis_albiventris","Leopardus_pardalis"
"Didelphis_albiventris","Procyon_cancrivorus"
"Didelphis_albiventris","Puma_concolor"
"Euphractus_sexcinctus","Chrysocyon_brachyurus"
"Euphractus_sexcinctus","Leopardus_pardalis"
"Euphractus_sexcinctus","Procyon_cancrivorus"
"Euphractus_sexcinctus","Puma_concolor"
"Hydrochoerus_hydrochaeris","Chrysocyon_brachyurus"
"Hydrochoerus_hydrochaeris","Leopardus_pardalis"
"Hydrochoerus_hydrochaeris","Procyon_cancrivorus"
"Hydrochoerus_hydrochaeris","Puma_concolor"
"Leopardus_pardalis","Puma_concolor"
"Myrmecophaga_tridactyla","Chrysocyon_brachyurus"
"Myrmecophaga_tridactyla","Puma_concolor"
"Nasua_nasua","Chrysocyon_brachyurus"
"Nasua_nasua","Leopardus_pardalis"
"Nasua_nasua","Puma_concolor"
"Procyon_cancrivorus","Chrysocyon_brachyurus"
"Procyon_cancrivorus","Leopardus_pardalis"
"Procyon_cancrivorus","Puma_concolor"
"Tamandua_tetradactyla","Chrysocyon_brachyurus"
"Tamandua_tetradactyla","Leopardus_pardalis"
"Tamandua_tetradactyla","Puma_concolor"
