"resource","consumer"
"Canis_familiaris","Puma_concolor"
"Cerdocyon_thous","Canis_familiaris"
"Cerdocyon_thous","Puma_concolor"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Cerdocyon_thous"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Herpailurus_yagouaroundi"
"Dasyprocta_azarae","Nasua_nasua"
"Dasyprocta_azarae","Puma_concolor"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Cerdocyon_thous"
"Dasypus_novemcinctus","Herpailurus_yagouaroundi"
"Dasypus_novemcinctus","Puma_concolor"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Cerdocyon_thous"
"Didelphis_albiventris","Herpailurus_yagouaroundi"
"Didelphis_albiventris","Puma_concolor"
"Herpailurus_yagouaroundi","Canis_familiaris"
"Herpailurus_yagouaroundi","Puma_concolor"
"Hydrochoerus_hydrochaeris","Canis_familiaris"
"Hydrochoerus_hydrochaeris","Puma_concolor"
"Lepus_europaeus","Canis_familiaris"
"Lepus_europaeus","Cerdocyon_thous"
"Lepus_europaeus","Herpailurus_yagouaroundi"
"Lepus_europaeus","Puma_concolor"
"Lepus_europaeus","Sus_scrofa"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Myrmecophaga_tridactyla","Puma_concolor"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Cerdocyon_thous"
"Nasua_nasua","Herpailurus_yagouaroundi"
"Nasua_nasua","Puma_concolor"
"Puma_concolor","Canis_familiaris"
"Sus_scrofa","Canis_familiaris"
"Sus_scrofa","Cerdocyon_thous"
"Sus_scrofa","Puma_concolor"
"Tamandua_tetradactyla","Canis_familiaris"
"Tamandua_tetradactyla","Cerdocyon_thous"
"Tamandua_tetradactyla","Puma_concolor"
