"resource","consumer"
"Canis_familiaris","Puma_concolor"
"Cerdocyon_thous","Canis_familiaris"
"Cerdocyon_thous","Chrysocyon_brachyurus"
"Cerdocyon_thous","Leopardus_pardalis"
"Cerdocyon_thous","Puma_concolor"
"Chrysocyon_brachyurus","Canis_familiaris"
"Chrysocyon_brachyurus","Puma_concolor"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Cerdocyon_thous"
"Dasyprocta_azarae","Chrysocyon_brachyurus"
"Dasyprocta_azarae","Leopardus_pardalis"
"Dasyprocta_azarae","Puma_concolor"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Cerdocyon_thous"
"Dasypus_novemcinctus","Chrysocyon_brachyurus"
"Dasypus_novemcinctus","Leopardus_pardalis"
"Dasypus_novemcinctus","Puma_concolor"
"Euphractus_sexcinctus","Canis_familiaris"
"Euphractus_sexcinctus","Cerdocyon_thous"
"Euphractus_sexcinctus","Chrysocyon_brachyurus"
"Euphractus_sexcinctus","Leopardus_pardalis"
"Euphractus_sexcinctus","Puma_concolor"
"Leopardus_pardalis","Canis_familiaris"
"Leopardus_pardalis","Puma_concolor"
"Lepus_europaeus","Canis_familiaris"
"Lepus_europaeus","Cerdocyon_thous"
"Lepus_europaeus","Chrysocyon_brachyurus"
"Lepus_europaeus","Puma_concolor"
"Lepus_europaeus","Sus_scrofa"
"Puma_concolor","Canis_familiaris"
"Subulo_gouazoubira","Canis_familiaris"
"Subulo_gouazoubira","Cerdocyon_thous"
"Subulo_gouazoubira","Chrysocyon_brachyurus"
"Subulo_gouazoubira","Leopardus_pardalis"
"Subulo_gouazoubira","Puma_concolor"
"Sus_scrofa","Canis_familiaris"
"Sus_scrofa","Cerdocyon_thous"
"Sus_scrofa","Leopardus_pardalis"
"Sus_scrofa","Puma_concolor"
"Sylvilagus_brasiliensis","Canis_familiaris"
"Sylvilagus_brasiliensis","Cerdocyon_thous"
"Sylvilagus_brasiliensis","Chrysocyon_brachyurus"
"Sylvilagus_brasiliensis","Leopardus_pardalis"
"Sylvilagus_brasiliensis","Puma_concolor"
