"resource","consumer"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Leopardus_pardalis"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Leopardus_pardalis"
"Leopardus_pardalis","Canis_familiaris"
"Mazama_americana","Canis_familiaris"
"Mazama_americana","Leopardus_pardalis"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Leopardus_pardalis"
"Subulo_gouazoubira","Canis_familiaris"
"Subulo_gouazoubira","Leopardus_pardalis"
"Sus_scrofa","Canis_familiaris"
"Sus_scrofa","Leopardus_pardalis"
"Sylvilagus_brasiliensis","Canis_familiaris"
"Sylvilagus_brasiliensis","Leopardus_pardalis"
