"resource","consumer"
"Cerdocyon_thous","Chrysocyon_brachyurus"
"Cerdocyon_thous","Puma_concolor"
"Chrysocyon_brachyurus","Puma_concolor"
"Conepatus_semistriatus","Chrysocyon_brachyurus"
"Conepatus_semistriatus","Puma_concolor"
"Dasyprocta_azarae","Cerdocyon_thous"
"Dasyprocta_azarae","Chrysocyon_brachyurus"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Puma_concolor"
"Dasypus_novemcinctus","Cerdocyon_thous"
"Dasypus_novemcinctus","Chrysocyon_brachyurus"
"Dasypus_novemcinctus","Puma_concolor"
"Dicotyles_tajacu","Chrysocyon_brachyurus"
"Dicotyles_tajacu","Puma_concolor"
"Didelphis_albiventris","Cerdocyon_thous"
"Didelphis_albiventris","Chrysocyon_brachyurus"
"Didelphis_albiventris","Puma_concolor"
"Sus_scrofa","Cerdocyon_thous"
"Sus_scrofa","Puma_concolor"
"Sylvilagus_brasiliensis","Cerdocyon_thous"
"Sylvilagus_brasiliensis","Chrysocyon_brachyurus"
"Sylvilagus_brasiliensis","Puma_concolor"
