"resource","consumer"
"Conepatus_semistriatus","Canis_familiaris"
"Conepatus_semistriatus","Herpailurus_yagouaroundi"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Eira_barbara"
"Dasyprocta_azarae","Herpailurus_yagouaroundi"
"Dasyprocta_azarae","Leopardus_guttulus"
"Dasyprocta_azarae","Nasua_nasua"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Eira_barbara"
"Dasypus_novemcinctus","Herpailurus_yagouaroundi"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Eira_barbara"
"Didelphis_albiventris","Herpailurus_yagouaroundi"
"Didelphis_albiventris","Leopardus_guttulus"
"Eira_barbara","Canis_familiaris"
"Euphractus_sexcinctus","Canis_familiaris"
"Euphractus_sexcinctus","Eira_barbara"
"Euphractus_sexcinctus","Herpailurus_yagouaroundi"
"Herpailurus_yagouaroundi","Canis_familiaris"
"Leopardus_guttulus","Canis_familiaris"
"Lepus_europaeus","Canis_familiaris"
"Lepus_europaeus","Herpailurus_yagouaroundi"
"Lepus_europaeus","Sus_scrofa"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Eira_barbara"
"Nasua_nasua","Herpailurus_yagouaroundi"
"Nasua_nasua","Leopardus_guttulus"
"Subulo_gouazoubira","Canis_familiaris"
"Subulo_gouazoubira","Eira_barbara"
"Subulo_gouazoubira","Herpailurus_yagouaroundi"
"Sus_scrofa","Canis_familiaris"
