"resource","consumer"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Herpailurus_yagouaroundi"
"Dasyprocta_azarae","Leopardus_pardalis"
"Dasyprocta_azarae","Nasua_nasua"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Herpailurus_yagouaroundi"
"Dasypus_novemcinctus","Leopardus_pardalis"
"Euphractus_sexcinctus","Canis_familiaris"
"Euphractus_sexcinctus","Herpailurus_yagouaroundi"
"Euphractus_sexcinctus","Leopardus_pardalis"
"Herpailurus_yagouaroundi","Canis_familiaris"
"Herpailurus_yagouaroundi","Leopardus_pardalis"
"Leopardus_pardalis","Canis_familiaris"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Herpailurus_yagouaroundi"
"Nasua_nasua","Leopardus_pardalis"
"Subulo_gouazoubira","Canis_familiaris"
"Subulo_gouazoubira","Herpailurus_yagouaroundi"
"Subulo_gouazoubira","Leopardus_pardalis"
"Sus_scrofa","Canis_familiaris"
"Sus_scrofa","Leopardus_pardalis"
"Sylvilagus_brasiliensis","Canis_familiaris"
"Sylvilagus_brasiliensis","Herpailurus_yagouaroundi"
"Sylvilagus_brasiliensis","Leopardus_pardalis"
