"resource","consumer"
"Cuniculus_paca","Canis_familiaris"
"Cuniculus_paca","Leopardus_pardalis"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Leopardus_pardalis"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Leopardus_pardalis"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Leopardus_pardalis"
"Leopardus_pardalis","Canis_familiaris"
"Lepus_europaeus","Canis_familiaris"
"Lepus_europaeus","Sus_scrofa"
"Subulo_gouazoubira","Canis_familiaris"
"Subulo_gouazoubira","Leopardus_pardalis"
"Sus_scrofa","Canis_familiaris"
"Sus_scrofa","Leopardus_pardalis"
