"resource","consumer"
"Canis_familiaris","Puma_concolor"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Leopardus_guttulus"
"Dasyprocta_azarae","Nasua_nasua"
"Dasyprocta_azarae","Puma_concolor"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Procyon_cancrivorus"
"Dasypus_novemcinctus","Puma_concolor"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Leopardus_guttulus"
"Didelphis_albiventris","Procyon_cancrivorus"
"Didelphis_albiventris","Puma_concolor"
"Hydrochoerus_hydrochaeris","Canis_familiaris"
"Hydrochoerus_hydrochaeris","Procyon_cancrivorus"
"Hydrochoerus_hydrochaeris","Puma_concolor"
"Leopardus_guttulus","Canis_familiaris"
"Leopardus_guttulus","Puma_concolor"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Myrmecophaga_tridactyla","Puma_concolor"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Leopardus_guttulus"
"Nasua_nasua","Puma_concolor"
"Procyon_cancrivorus","Canis_familiaris"
"Procyon_cancrivorus","Puma_concolor"
"Puma_concolor","Canis_familiaris"
"Tamandua_tetradactyla","Canis_familiaris"
"Tamandua_tetradactyla","Puma_concolor"
