"resource","consumer"
"Cuniculus_paca","Canis_familiaris"
"Cuniculus_paca","Herpailurus_yagouaroundi"
"Cuniculus_paca","Leopardus_guttulus"
"Cuniculus_paca","Leopardus_pardalis"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Didelphis_albiventris"
"Dasyprocta_azarae","Eira_barbara"
"Dasyprocta_azarae","Herpailurus_yagouaroundi"
"Dasyprocta_azarae","Leopardus_guttulus"
"Dasyprocta_azarae","Leopardus_pardalis"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Eira_barbara"
"Dasypus_novemcinctus","Herpailurus_yagouaroundi"
"Dasypus_novemcinctus","Leopardus_pardalis"
"Didelphis_albiventris","Canis_familiaris"
"Didelphis_albiventris","Eira_barbara"
"Didelphis_albiventris","Herpailurus_yagouaroundi"
"Didelphis_albiventris","Leopardus_guttulus"
"Didelphis_albiventris","Leopardus_pardalis"
"Eira_barbara","Canis_familiaris"
"Eira_barbara","Leopardus_pardalis"
"Euphractus_sexcinctus","Canis_familiaris"
"Euphractus_sexcinctus","Eira_barbara"
"Euphractus_sexcinctus","Herpailurus_yagouaroundi"
"Euphractus_sexcinctus","Leopardus_pardalis"
"Herpailurus_yagouaroundi","Canis_familiaris"
"Herpailurus_yagouaroundi","Leopardus_pardalis"
"Leopardus_guttulus","Canis_familiaris"
"Leopardus_guttulus","Leopardus_pardalis"
"Leopardus_pardalis","Canis_familiaris"
"Lepus_europaeus","Canis_familiaris"
"Lepus_europaeus","Herpailurus_yagouaroundi"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Tamandua_tetradactyla","Canis_familiaris"
"Tamandua_tetradactyla","Leopardus_pardalis"
